timestamp,close,typical,variation,sma8,sma20,ema8,ema20,ppo,roc,rsi,williamsr,atr,sd
1.3853379E9,806.5,804.66000000000000606329801181953,1,806.5,806.5,806.5,806.5,0,0,0,-13.002680965147755422161856965342,1,0
1.3853382E9,806.77999999999997271515894681215,804.91000000000000606329801181953,1.0003471791692498111781264064627,806.6399999999999863575794734061,806.6399999999999863575794734061,806.6399999999999863575794734061,806.6399999999999863575794734061,0,0.034717916924981117812640646267824,100,-9.2493297587138231205836752726597,1.2475000000000022737367544323205,0.13999999999998635757947340607643
1.3853385E9,800.80999999999994543031789362431,802.41999999999999696835099409023,0.99260021319318769988504541505839,804.69666666666663938182561347883,804.69666666666663938182561347883,804.69666666666663938182561347883,804.69666666666663938182561347883,0,-0.70551766893987037441811610361934,4.479999999999563442543148994411,-86.269430051814226891791352784398,1.536625000000000795807864051312,2.7506645661649948841898094542557
1.3853388E9,805.86000000000001364242052659392,804.2099999999999984841754970451,1.0063061150585033510523411633700,804.9874999999999829469743417576,804.9874999999999829469743417576,804.9874999999999829469743417576,804.9874999999999829469743417576,0,-0.079355238685677167709792114827030,47.168141592920431441419702251800,-20.854922279792849121607911743409,1.7127937500000037118752516107629,2.4348241722966559308360956492834
1.3853391E9,805.84000000000003183231456205249,804.16666666666666666666666666667,0.99997518179336363411787731847991,805.15799999999999272404238581658,805.15799999999999272404238581658,805.15799999999999272404238581658,805.15799999999999272404238581658,0,-0.081835089894602376650395281774334,47.084805653710400833938851149083,-21.113989637305565953471225517908,1.8796540625000069368866206787053,2.2043085083536038126794665004127
1.3853394E9,800,801.94333333333334697575385992727,0.99275290380224358234683967509176,804.29833333333332727003532151382,804.29833333333332727003532151382,804.29833333333332727003532151382,804.29833333333332727003532151382,0,-0.80595164290142591444513329200248,31.060606060606150948430060618345,-96.761658031088094346845323527038,2.0776713593750081816580177473946,2.7828547492737776281046535586938
1.3853397E9,800.46000000000003637978807091713,802.14666666666668485656070212523,1.0005750000000000454747350886464,803.7500000000000000000000000000,803.7500000000000000000000000000,803.7500000000000000000000000000,803.7500000000000000000000000000,0,-0.74891506509608972352286783420583,32.860385925085348778653146971742,-90.803108808289716704262598130242,2.2647877914062602736855467355774,2.9055070863054943686165643157437
1.38534E9,805.42999999999994997779140248895,803.8999999999999772626324556768,1.0062089298653273285012664954202,803.95999999999999374722392531113,803.95999999999999374722392531113,804.12333333333332221728697833088,803.95999999999999374722392531113,0,-0.13267203967762554522115282220087,47.631695440460273319087465358975,-26.424870466322151516395666478264,2.4190484018359427125277605341576,2.7740629048383156352031164715299
1.3853403E9,805.82000000000005002220859751105,803.9400000000000166740695325037,1.0004842134015371913991763639292,803.87500000000000000000000000001,804.16666666666666666666666666668,804.50037037037037284060289370425,804.16666666666666666666666666668,0,-0.084314941103527585590998448722877,48.520452567450073813242374230093,-21.373056994818282785334539292536,2.5800959817441505791222322585547,2.6799378102237154664067020348739
1.3853406E9,805.84000000000003183231456205249,804.0000000000000000000000000000,1.0000248194385842766484629835538,803.75750000000000738964445190505,804.33400000000000318323145620526,804.79806584362140817209437555941,804.33400000000000318323145620526,0,-0.081835089894602376650395281774334,48.565217391304424118766334921537,-21.113989637305565953471225517908,2.7280911826569469155186031805720,2.5914984082572813939293610019377
